Real_FileName,Start_Time_ms,Hop_BW_MHz,Hop_Dur_ms,Video_Period_ms,Video_DutyCycle_pct,Predicted_Model,Match_Score
T0001_D00_S0000,800,2.783203125,1.86688,8.18508800000002,21.3813411953118,Phantom 4 Pro,3.49006549945955
T0001_D00_S0000,850,2.76692708333333,1.87050666666667,11.66592,17.8173990964543,Phantom 4 Pro,1.64522760779026
T0001_D00_S0000,900,NaN,NaN,7,26.6575281464454,Phantom 4 Pro,32.3882694814033
T0001_D00_S0000,950,2.734375,1.87008,8.75360000000001,23.3448628219093,Phantom 4 Pro,3.16737083469476
T0001_D00_S0000,1000,2.83203125,1.87072,8.39974399999999,24.030785692651,Phantom 4 Pro,3.37852255200962
T0001_D00_S0000,1050,NaN,NaN,7,26.8767491206821,Phantom 4 Pro,32.3882694814033
T0001_D00_S0000,1100,2.83203125,1.87072,8.39974400000001,23.9975008264569,Phantom 4 Pro,3.3785225520096
T0001_D00_S0000,1150,2.734375,1.87072,8.39948800000002,24.1370484878447,Phantom 4 Pro,3.36337588044952
T0001_D00_S0000,1200,2.76692708333333,1.86474666666667,11.99472,14.9731233798695,Phantom 4 Pro,1.49456771430243
T0001_D00_S0000,1250,2.5390625,1.86368,8.400128,24.0833294938827,Phantom 4 Pro,3.3355597771134
T0001_D00_S0000,1300,2.1484375,1.74848,7,26.7808635674888,Phantom 4 Pro,4.09500811200687
T0001_D00_S0000,1350,NaN,NaN,6.99978666666668,26.7284345898406,Phantom 4 Pro,32.3883155893013
T0001_D00_S0000,1400,1.85546875,1.6824,7.81568,39.9887595896587,Phantom 4 Pro,3.6153041672233
T0001_D00_S0000,1450,2.17633928571429,1.86331428571429,7.08927999999999,36.6268361727377,Phantom 4 Pro,4.03889439738308
T0001_D00_S0000,1500,2.783203125,1.87072,9.799296,21.4233065385622,Phantom 4 Pro,2.60571787085157
T0001_D00_S0000,1550,2.1728515625,1.31216,9.614464,19.1387334471638,Phantom 4 Pro,2.69294670705745
T0001_D00_S0000,1600,2.44140625,2.09472,6.99968000000001,26.6831123778816,Phantom 4 Pro,4.10559526080928
T0001_D00_S0000,1650,NaN,NaN,6.99968000000001,26.6937887917724,Phantom 4 Pro,32.3883386437526
T0001_D00_S0000,1700,2.63671875,1.95008,8.400128,24.0552866664571,Phantom 4 Pro,3.34403185769243
T0001_D00_S0000,1750,2.83203125,1.87008,8.74976000000004,23.366586988789,Phantom 4 Pro,3.18570978335944
T0001_D00_S0000,1800,2.587890625,1.98944,7.00044800000001,26.6899507822068,Phantom 4 Pro,4.12345484656038
T0001_D00_S0000,1850,2.734375,1.87008,8.39974400000001,24.1382853920096,Phantom 4 Pro,3.36327560169947
T0001_D00_S0000,1900,NaN,NaN,6.92388571428572,25.8332145724756,Phantom 4 Pro,32.4048050971533
T0001_D00_S0000,1950,1.904296875,1.22176,6.99968000000001,26.7120754721313,Phantom 4 Pro,4.1398237154793
T0010_D10_S0000,0,1.46484375,2.1648,14,69.8422857142857,Phantom 4 Pro,0.155585230569467
T0010_D10_S0000,50,1.171875,0.96384,12.53504,65.1004179104478,Phantom 4 Pro,1.31695126566691
T0010_D10_S0000,100,1.59505208333333,2.01066666666667,12.28864,63.8720685965814,Phantom 4 Pro,1.02575393741518
T0010_D10_S0000,150,1.3671875,1.73648,14,69.7142858114114,Phantom 4 Pro,0.390577879966019
T0010_D10_S0000,200,1.3916015625,2.164,14.0117333333333,70.2216332548774,Phantom 4 Pro,0.114660120738864
T0010_D10_S0000,250,1.46484375,1.75338666666667,7.42643200000001,80.2577698636401,Phantom 4 Pro,3.81579460495278
T0010_D10_S0000,300,1.220703125,1.24192,11.8926933333333,61.403937143016,Phantom 4 Pro,1.44649053223801
T0010_D10_S0000,350,1.30208333333333,2.04245333333333,13.8926933333333,69.4736199997628,Phantom 4 Pro,0.154464269882617
T0010_D10_S0000,400,1.5625,2.16469333333333,9.53984,43.3472918078565,Phantom 4 Pro,2.58372641721359
T0010_D10_S0000,450,NaN,NaN,8.07103999999999,32.0814215931101,Phantom 4 Pro,32.173786949652
T0010_D10_S0000,500,1.50669642857143,1.38450285714286,14.02368,70.2132191885,Phantom 4 Pro,0.689128585416586
T0010_D10_S0000,550,1.46484375,2.16256,5.58226285714287,77.1251106041455,Phantom 4 Pro,4.86248373863093
T0010_D10_S0000,600,1.26953125,1.33152,3.58202666666667,56.7240456886688,Phantom 4 Pro,6.05660845659711
T0010_D10_S0000,650,1.708984375,1.50304,5.29258666666667,47.9567143034833,Phantom 4 Pro,5.0678601182585
T0010_D10_S0000,700,1.5625,1.38144,6.37094400000001,94.0002601978393,Phantom 4 Pro,4.45996945611125
T0010_D10_S0000,750,2.0751953125,1.51408,6.77525333333333,79.595174194273,Phantom 4 Pro,4.23886398796238
T0010_D10_S0000,800,NaN,NaN,13.01248,67.0065550051634,Phantom 4 Pro,31.6381920430103
T0010_D10_S0000,850,1.43229166666667,1.27744,13.9707733333333,72.1731280853082,Phantom 4 Pro,0.76529896634087
T0010_D10_S0000,900,1.2939453125,1.80512,2.68554666666667,63.0891776297329,Phantom 4 Pro,6.54057949478277
T0010_D10_S0000,950,1.07421875,1.11904,8.39974400000001,41.2084133255131,Phantom 4 Pro,3.35239403171263
T0010_D10_S0000,1000,1.4892578125,2.1656,12.23024,64.4444844704201,Phantom 4 Pro,1.03571026509865
T0010_D10_S0000,1050,1.54079861111111,1.10805333333334,5.80745142857144,81.4422614140122,Phantom 4 Pro,4.81728453364342
T0010_D10_S0000,1100,1.3671875,2.1616,12.6613333333334,66.3938022046925,Phantom 4 Pro,0.779514640572487
T0010_D10_S0000,1150,1.33463541666667,1.52618666666667,13.98208,73.4274166940672,Phantom 4 Pro,0.555726742856162
T0010_D10_S0000,1200,1.5380859375,1.90848,6.78229333333331,77.5259756778533,Phantom 4 Pro,4.17849891101178
T0010_D10_S0000,1250,1.5625,1.59018666666667,6.50258285714286,84.3360523428825,Phantom 4 Pro,4.3622018395542
T0010_D10_S0000,1300,1.611328125,2.16384,9.86576000000002,80.7252566231394,Phantom 4 Pro,2.39887100495322
T0010_D10_S0000,1350,1.513671875,2.16576,6.75337142857143,81.8888793288455,Phantom 4 Pro,4.18785388365811
T0011_D01_S0001,0,1.708984375,1.9456,14,69.7127619322246,Phantom 4 Pro,0.359862850724245
T0011_D01_S0001,50,1.7822265625,2.16832,11.9025066666667,61.4696860060972,Phantom 4 Pro,1.25704326341066
T0011_D01_S0001,100,1.8798828125,2.16832,12.02464,59.9030838703515,Phantom 4 Pro,1.2064127283166
T0011_D01_S0001,150,1.72526041666667,2.16832,13.3661866666667,68.1261689942164,Phantom 4 Pro,0.475963966292952
T0011_D01_S0001,200,1.69270833333333,2.19178666666667,10.49968,49.5373087480003,Phantom 4 Pro,2.04084431235579
T0011_D01_S0001,250,1.806640625,2.16896,12.17552,61.4721966871419,Phantom 4 Pro,1.11035536075925
T0011_D01_S0001,300,1.66015625,2.16618666666667,13.5204266666667,68.5580165321338,Phantom 4 Pro,0.384716796046445
T0011_D01_S0001,350,1.71875,1.800064,11.64032,54.0541878245087,Phantom 4 Pro,1.43260704929765
T0011_D01_S0001,400,1.85546875,2.10448,14.0002133333333,69.7132233802645,Phantom 4 Pro,0.38638817637952
T0011_D01_S0001,450,1.7578125,2.16848,12.112,62.8549492733753,Phantom 4 Pro,1.13690893888594
T0011_D01_S0001,500,1.82291666666667,2.16853333333333,13.5953066666667,68.7572217439184,Phantom 4 Pro,0.429644104609767
T0011_D01_S0001,550,1.52994791666667,1.61930666666667,14.0002133333333,69.7147471897885,Phantom 4 Pro,0.510971352093029
T0011_D01_S0001,600,1.6845703125,2.16752,11.7968,56.8507975676391,Phantom 4 Pro,1.30269061670532
T0011_D01_S0001,650,1.7578125,2.16874666666667,13.0624,67.177561730413,Phantom 4 Pro,0.630397252226745
T0011_D01_S0001,700,1.7822265625,2.16784,11.73216,55.7799099931364,Phantom 4 Pro,1.35205455596048
T0011_D01_S0001,750,1.7578125,2.16917333333334,10.9096,66.8760807462139,Phantom 4 Pro,1.81325007577662
T0011_D01_S0001,800,1.7333984375,1.80176,13.9997866666667,69.7138241543952,Phantom 4 Pro,0.447848238371939
T0011_D01_S0001,850,1.708984375,2.16832,12.2816,62.4125868240426,Phantom 4 Pro,1.03504764766234
T0011_D01_S0001,900,1.8310546875,2.1696,11.9264,58.7143027288308,Phantom 4 Pro,1.25165161534879
T0011_D01_S0001,950,1.72526041666667,2.16832,13.2352,67.7322844832252,Phantom 4 Pro,0.53629121135096
T0011_D01_S0001,1000,1.82291666666667,2.16938666666667,13.99616,69.7059719344573,Phantom 4 Pro,0.360515497386112
T0011_D01_S0001,1050,1.8310546875,2.16928,11.99728,59.5903659847932,Phantom 4 Pro,1.21257368900695
T0011_D01_S0001,1100,1.79036458333333,2.16789333333334,13.7062400000001,69.0361150216744,Phantom 4 Pro,0.381613659321918
T0011_D01_S0001,1150,1.7578125,2.16768,11.77984,56.5811439287054,Phantom 4 Pro,1.3219120464383
T0011_D01_S0001,1200,1.806640625,2.15088,13.9997866666667,69.7153480757761,Phantom 4 Pro,0.352532949860246
T0011_D01_S0001,1250,1.708984375,2.14304,12.17408,63.2239407229399,Phantom 4 Pro,1.09537479485245
T0011_D01_S0001,1300,1.7333984375,2.16944,14,69.7142857142859,Phantom 4 Pro,0.308966945549974
T0011_D01_S0001,1350,1.806640625,2.09744,12.2368,63.5852332668558,Phantom 4 Pro,1.0798030985787
T0011_D01_S0001,1400,1.6357421875,1.96848,12.4066133333333,64.4772152343932,Phantom 4 Pro,0.972274882989788
T0011_D01_S0001,1450,1.66015625,1.82432,14,69.7158095238097,Phantom 4 Pro,0.405797445044552
T0011_D01_S0001,1500,1.66015625,2.16704,13.8752,69.4384255098488,Phantom 4 Pro,0.276581234368287
T0011_D01_S0001,1550,1.806640625,2.16944,11.90624,58.4462660143361,Phantom 4 Pro,1.25879725832509
T0100_D01_S0001,0,1.4892578125,1.86944,0.00831999999999766,NaN,Phantom 4 Pro,8.08433297870419
T0100_D01_S0001,50,1.5625,1.46096,3.8896,9.84779925956397,Phantom 4 Pro,5.8720795479739
T0100_D01_S0001,100,1.611328125,2.16704,NaN,NaN,MATRICE 100,0.292714493676018
T0100_D01_S0001,150,1.8310546875,1.9008,4.64032,24.4740291094709,Phantom 4 Pro,5.4215889737547
T0100_D01_S0001,200,1.46484375,1.41568,NaN,NaN,Phantom 3,0.451516022259489
T0100_D01_S0001,250,1.33463541666667,1.44192,4.66271999999998,24.332303467216,Phantom 4 Pro,5.42685590578994
T0100_D01_S0001,300,1.416015625,2.15824,NaN,NaN,MATRICE 100,0.158351737350969
T0100_D01_S0001,350,1.64620535714286,1.05042285714286,NaN,NaN,Mavic Pro,0.656139126607589
T0100_D01_S0001,400,2.099609375,2.1048,NaN,NaN,Phantom 3,0.371195270435852
T0100_D01_S0001,450,1.953125,1.85472,NaN,NaN,Phantom 3,0.121317398638859
T0100_D01_S0001,500,1.6357421875,1.92496,NaN,NaN,Phantom 3,0.170602802097864
T0100_D01_S0001,550,1.81640625,1.988352,NaN,NaN,Phantom 3,0.188708925129504
T0100_D01_S0001,600,1.5234375,1.867264,2.14591999999999,98.18292277771,Phantom 4 Pro,6.85189148956205
T0100_D01_S0001,650,2.099609375,2.0696,NaN,NaN,Phantom 3,0.342880516789665
T0100_D01_S0001,700,1.92057291666667,2.16853333333334,NaN,NaN,Phantom 3,0.378266747011331
T0100_D01_S0001,750,1.85546875,2.16912,NaN,NaN,Phantom 3,0.371198013886503
T0100_D01_S0001,800,1.5380859375,1.83152,NaN,NaN,Phantom 3,0.18786430865821
T0100_D01_S0001,850,2.099609375,2.17136,NaN,NaN,Phantom 3,0.427540803191869
T0100_D01_S0001,900,1.8798828125,1.24056,NaN,NaN,Phantom 3,0.562284399095736
T0100_D01_S0001,950,1.806640625,2.03104,NaN,NaN,Phantom 3,0.231087711811332
T0100_D01_S0001,1000,2.08333333333333,2.17002666666667,NaN,NaN,Phantom 3,0.42078334441056
T0100_D01_S0001,1050,1.8310546875,2.16752,NaN,NaN,Phantom 3,0.368175429935057
T0100_D01_S0001,1100,1.9287109375,1.852,NaN,NaN,Phantom 3,0.104820096909251
T0100_D01_S0001,1150,2.0751953125,1.95536,NaN,NaN,Phantom 3,0.249003934930731
T0100_D01_S0001,1200,1.904296875,2.12704,NaN,NaN,Phantom 3,0.335252264224099
T0100_D01_S0001,1250,2.1240234375,2.17088,NaN,NaN,Phantom 3,0.435944455664551
T0100_D01_S0001,1300,1.611328125,1.99872,NaN,NaN,Phantom 3,0.239349486333289
T0100_D01_S0001,1350,1.8310546875,1.79408,NaN,NaN,Phantom 3,0.0227429815077374
T0101_D00_S0000,0,2.44140625,1.0656,2.04765090909091,39.5773977854386,Phantom 4 Pro,6.99936818549823
T0101_D00_S0000,50,1.416015625,0.87872,2.0456347826087,42.4351020972989,Phantom 4 Pro,6.98677493978968
T0101_D00_S0000,100,2.44140625,0.66816,2.99707733333333,35.2207239655835,Phantom 4 Pro,6.51404800558982
T0101_D00_S0000,150,1.171875,0.36352,2.36594526315789,37.8731310353947,Phantom 4 Pro,6.88228010222056
T0101_D00_S0000,200,1.39973958333333,0.802275555555555,4.860096,73.1261995753384,Phantom 4 Pro,5.40015457419388
T0101_D00_S0000,250,1.82883522727273,1.09166545454545,4.32448,71.5478827255913,Phantom 4 Pro,5.67062406744193
T0101_D00_S0000,300,NaN,NaN,4,35.3274751170367,Phantom 4 Pro,33.166247903554
T0101_D00_S0000,350,NaN,NaN,3.91669333333333,36.9109005429499,Phantom 4 Pro,33.1914608496529
T0101_D00_S0000,400,1.41252790178571,0.837851428571428,2.83828705882353,56.755523337731,Phantom 4 Pro,6.54063965657676
T0101_D00_S0000,450,1.44675925925926,0.874903703703704,4.01802666666667,64.8268545827422,Phantom 4 Pro,5.86550487023707
T0101_D00_S0000,500,2.24609375,0.848960000000001,4.99477333333334,71.2807331097696,Phantom 4 Pro,5.34911324785188
T0101_D00_S0000,550,1.513671875,0.780224000000001,4.59532800000001,71.8140401373748,Phantom 4 Pro,5.55511095758077
T0101_D00_S0000,600,1.46484375,0.652672000000001,4.60064,73.1231964626912,Phantom 4 Pro,5.57394410032615
T0101_D00_S0000,650,1.88802083333333,0.813653333333335,4.6,74.5595215933535,Phantom 4 Pro,5.55809580184486
T0101_D00_S0000,700,1.52994791666667,0.900480000000002,4.84657777777778,71.4765162379333,Phantom 4 Pro,5.39356123746282
T0101_D00_S0000,750,1.63411458333333,1.06205866666667,12.20768,20.0702101632457,Phantom 4 Pro,1.41311563693839
T0101_D00_S0000,800,1.5625,0.747040000000001,4.399168,70.1459738376324,Phantom 4 Pro,5.67243530491752
T0101_D00_S0000,850,1.97566105769231,1.02188307692308,5.49992,50.0487598103901,Phantom 4 Pro,5.02092053484554
T0101_D00_S0000,900,NaN,NaN,3.83333333333333,36.1008713286978,Phantom 4 Pro,33.2168799123444
T0101_D00_S0000,950,1.3671875,0.700160000000001,4.08657454545454,33.3696435616192,Phantom 4 Pro,5.85385901077759
T0101_D00_S0000,1000,1.50282118055556,0.781333333333335,11.0668800000001,6.83553088133237,Phantom 4 Pro,2.05913605054926
T0101_D00_S0000,1050,1.77734375,0.945621333333335,3.28251428571429,48.5468481161219,Phantom 4 Pro,6.28078438626788
T0101_D00_S0000,1100,1.3671875,0.652160000000001,3.83328,39.1070711746691,Phantom 4 Pro,6.0050468926772
T0101_D00_S0000,1150,2.63671875,0.474880000000001,3.99994181818182,37.8130771963748,Phantom 4 Pro,6.00048338150492
T0101_D00_S0000,1200,1.84326171875,0.929200000000002,3.56928000000001,61.9734114247222,Phantom 4 Pro,6.1221883515948
T0101_D00_S0000,1250,0.9765625,0.721920000000001,4.31627636363638,67.1780676577706,Phantom 4 Pro,5.72112660101935
T0101_D00_S0000,1300,1.69735863095238,0.876038095238097,2.62862222222222,53.980202883389,Phantom 4 Pro,6.65986357275789
T0101_D00_S0000,1350,1.34548611111111,0.75896888888889,3.35501714285715,60.6960402090184,Phantom 4 Pro,6.25806060383384
T0101_D00_S0000,1400,NaN,NaN,4.00005333333333,40.6942375621333,Phantom 4 Pro,33.1662318229879
T0101_D00_S0000,1450,NaN,NaN,4,37.8847292361292,Phantom 4 Pro,33.166247903554
T0101_D00_S0000,1500,1.07421875,0.796800000000002,5.22225777777776,71.5737262229602,Phantom 4 Pro,5.1962332486342
T0101_D00_S0000,1550,1.7333984375,0.783200000000002,4.600064,70.5030649557119,Phantom 4 Pro,5.55751608716291
T0110_D00_S0000,0,1.85546875,0.69632,4.08657454545455,37.4323611516046,Phantom 4 Pro,5.86593983972606
T0110_D00_S0000,50,2.490234375,0.70688,3.74602666666667,36.8073942231563,Phantom 4 Pro,6.09008726078542
T0110_D00_S0000,100,2.5390625,1.07072,4.09524363636364,37.6345795463308,Phantom 4 Pro,5.84373834797273
T0110_D00_S0000,150,NaN,NaN,4,39.097634383899,Phantom 4 Pro,33.166247903554
T0110_D00_S0000,200,NaN,NaN,NaN,NaN,Unknown,Inf
T0110_D00_S0000,250,2.34375,1.07008,5.61896,33.5107706656298,Phantom 4 Pro,4.9700246128465
T0110_D00_S0000,300,2.44140625,1.07072,4.09524363636363,34.8607034142979,Phantom 4 Pro,5.83654677405896
T0110_D00_S0000,350,2.5390625,1.07072,4,34.9771718788622,Phantom 4 Pro,5.89755980655577
T0110_D00_S0000,400,NaN,NaN,4.13178666666667,36.0982921352022,Phantom 4 Pro,33.1267510388836
T0110_D00_S0000,450,0.9765625,0.416,3.81395692307692,34.0494601038452,Phantom 4 Pro,6.05999752148846
T0110_D00_S0000,500,1.4892578125,0.50064,4.04509090909091,36.3897834492791,Phantom 4 Pro,5.91493967029128
T0110_D00_S0000,550,1.38671875,0.542592000000001,3.87466666666667,39.9378243722516,Phantom 4 Pro,6.0014232078633
T0110_D00_S0000,600,1.171875,0.769280000000002,3.83333333333333,36.1076020472052,Phantom 4 Pro,5.98486484290542
T0110_D00_S0000,650,2.734375,0.778240000000001,4.08663272727272,36.0144147379498,Phantom 4 Pro,5.90683108273252
T0110_D00_S0000,700,2.5390625,0.346240000000001,3.9872,35.1138408844309,Phantom 4 Pro,6.02555957274526
T0110_D00_S0000,750,NaN,NaN,3.9872,32.6786812830415,Phantom 4 Pro,33.1701094939405
T0110_D00_S0000,800,1.66015625,1.06784,3.98650666666667,36.697461700234,Phantom 4 Pro,5.86075549857767
T0110_D00_S0000,850,1.7578125,0.585173333333334,4.09087999999999,35.3449581270859,Phantom 4 Pro,5.87982835028121
T0110_D00_S0000,900,1.74278846153846,0.888369230769232,9.99951999999999,20.7248937436082,Phantom 4 Pro,2.56509974425721
T0110_D00_S0000,950,NaN,NaN,4.08657454545454,35.7825541412898,Phantom 4 Pro,33.1402474982132
T0110_D00_S0000,1000,NaN,NaN,NaN,NaN,Unknown,Inf
T0110_D00_S0000,1050,1.81640625,0.979072000000002,2.99995428571429,39.4636256696426,Phantom 4 Pro,6.43848565900871
T0110_D00_S0000,1100,NaN,NaN,4.08657454545453,35.7783559112378,Phantom 4 Pro,33.1402474982133
T0110_D00_S0000,1150,0.9765625,0.797440000000002,3.74602666666666,38.004826251968,Phantom 4 Pro,6.03125864543263
T0110_D00_S0000,1200,2.63671875,1.07008,3.74613333333334,40.3360662279838,Phantom 4 Pro,6.04867425687038
T0110_D00_S0000,1250,NaN,NaN,4.08651636363635,37.5192733790934,Phantom 4 Pro,33.1402649025087
T0110_D00_S0000,1300,1.26953125,0.933120000000002,4.08273454545456,39.1301226934065,Phantom 4 Pro,5.81856106379825
T0110_D00_S0000,1350,NaN,NaN,3.90917333333334,38.804853000321,Phantom 4 Pro,33.1937461401498
T0110_D00_S0000,1400,NaN,NaN,4.08384000000001,35.108767625948,Phantom 4 Pro,33.1410656006351
T0110_D00_S0000,1450,1.3671875,0.707200000000001,3.76969846153847,38.2846474685207,Phantom 4 Pro,6.03169199335213
T0110_D00_S0000,1500,1.484375,0.498176000000001,4.09524363636363,35.2932265386976,Phantom 4 Pro,5.88720300362213
T0110_D00_S0000,1550,NaN,NaN,3.99941333333334,35.9228142820364,Phantom 4 Pro,33.1664247949264
T0111_D00_S0000,0,1.611328125,2.1664,14.0002133333333,72.5231918914166,Phantom 4 Pro,0.239059819520224
T0111_D00_S0000,50,1.513671875,2.03488,12.28736,62.460359247247,Phantom 4 Pro,1.01424110275713
T0111_D00_S0000,100,1.708984375,2.16608,14,69.7142856720917,Phantom 4 Pro,0.295164489053217
T0111_D00_S0000,150,1.7578125,2.16768,9.06592,71.900979114807,Phantom 4 Pro,2.86696060874906
T0111_D00_S0000,200,1.5380859375,1.83312,13.5904,68.7444812053574,Phantom 4 Pro,0.428670864391807
T0111_D00_S0000,250,1.92057291666667,1.62432,14,69.7173334854105,Phantom 4 Pro,0.627704881037129
T0111_D00_S0000,300,1.69270833333333,2.16576,12.3511466666667,64.2028463460939,Phantom 4 Pro,0.993952308007538
T0111_D00_S0000,350,1.85546875,2.16896,10.50016,53.4448900673555,Phantom 4 Pro,2.05592203735344
T0111_D00_S0000,400,1.97482638888889,1.82264888888889,10.50032,73.4545793173687,Phantom 4 Pro,2.09227975801773
T0111_D00_S0000,450,1.806640625,2.16736,12.1408,63.013474630222,Phantom 4 Pro,1.12941994361419
T0111_D00_S0000,500,1.69270833333333,2.16618666666667,11.8488,57.6458558814673,Phantom 4 Pro,1.27445539019069
T0111_D00_S0000,550,1.953125,2.17152,13.1319466666667,67.4054652524832,Phantom 4 Pro,0.663911659770108
T0111_D00_S0000,600,1.708984375,2.16688,11.87184,57.9674498983639,Phantom 4 Pro,1.26363548916002
T0111_D00_S0000,650,1.39973958333333,1.80821333333334,13.1626666666667,67.5004027333855,Phantom 4 Pro,0.591048953589239
T0111_D00_S0000,700,1.611328125,2.16288,13.0912,67.7566487323495,Phantom 4 Pro,0.576733345436758
T0111_D00_S0000,750,1.5625,2.16554666666667,14,69.7203809798565,Phantom 4 Pro,0.211171584543277
T0111_D00_S0000,800,1.67410714285714,1.47538285714286,13.6,68.7616190750756,Phantom 4 Pro,0.691596604568748
T0111_D00_S0000,850,1.5625,1.69898666666667,11.70064,55.198443517394,Phantom 4 Pro,1.40481213215569
T0111_D00_S0000,900,1.8310546875,2.1688,12.31792,62.7086151834436,Phantom 4 Pro,1.03755642818687
T0111_D00_S0000,950,1.66015625,2.16746666666667,13.7572266666667,69.1555638228151,Phantom 4 Pro,0.301551267806645
T0111_D00_S0000,1000,1.7578125,2.16768,11.91872,58.6160560223449,Phantom 4 Pro,1.24431646408195
T0111_D00_S0000,1050,1.72526041666667,2.16682666666667,9.91856000000001,72.878293415468,Phantom 4 Pro,2.37600869239471
T0111_D00_S0000,1100,1.7578125,1.93776,13.9995733333334,69.7103152963101,Phantom 4 Pro,0.386736172948558
T0111_D00_S0000,1150,1.45089285714286,1.22057142857143,11.8914133333334,61.3915916138673,Phantom 4 Pro,1.46374469650857
T0111_D00_S0000,1200,1.7578125,2.16736,12.09152,60.633822459033,Phantom 4 Pro,1.14827137250684
T0111_D00_S0000,1250,1.82291666666667,2.16810666666667,13.4549333333334,68.3793572047524,Phantom 4 Pro,0.478594196281994
T0111_D00_S0000,1300,1.26953125,1.66144,13.6520533333333,68.8979715345564,Phantom 4 Pro,0.485110030395514
T0111_D00_S0000,1350,1.64388020833333,1.58048,11.73904,55.8993313370128,Phantom 4 Pro,1.42320996597481
T0111_D00_S0000,1400,1.66015625,1.90048,14,69.7158095238097,Phantom 4 Pro,0.361094740667902
T0111_D00_S0000,1450,1.5625,1.74016,11.8459733333333,61.0628839373634,Phantom 4 Pro,1.31581948887517
T1000_D00_S0000,0,2.5390625,0.35968,4.11248,74.2387308586423,Phantom 4 Pro,5.95342186013238
T1000_D00_S0000,50,1.708984375,0.64384,3.86858666666667,75.1989391161859,Phantom 4 Pro,5.99299227198007
T1000_D00_S0000,100,NaN,NaN,4.07728,76.6448799470516,Phantom 4 Pro,33.1430290136312
T1000_D00_S0000,150,NaN,NaN,3.78121846153846,76.9580158909589,Phantom 4 Pro,33.2328677085021
T1000_D00_S0000,200,2.12673611111111,1.22211555555556,2.72309333333333,67.4930557148168,Phantom 4 Pro,6.58128608915009
T1000_D00_S0000,250,1.64794921875,0.88128,3.26792533333333,70.0159990767785,Phantom 4 Pro,6.29433952135534
T1000_D00_S0000,300,1.1328125,0.720128,4.00826666666667,69.7758782939057,Phantom 4 Pro,5.89404477523341
T1000_D00_S0000,350,1.7578125,1.12989090909091,2.92957866666667,73.7346786028177,Phantom 4 Pro,6.4589898646659
T1000_D00_S0000,400,1.513671875,1.05738666666667,3.85048,77.129647637253,Phantom 4 Pro,5.93639275246588
T1000_D00_S0000,450,1.611328125,0.90152,3.06624,62.9946482373168,Phantom 4 Pro,6.40542476303786
T1000_D00_S0000,500,1.45089285714286,0.940891428571429,4.27281454545454,74.772823702497,Phantom 4 Pro,5.71115262395067
T1000_D00_S0000,550,1.74893465909091,0.862836363636365,3.30751999999999,72.1914619520376,Phantom 4 Pro,6.27711374734115
T1000_D00_S0000,600,1.708984375,0.866080000000002,3.99645090909091,75.0159682773375,Phantom 4 Pro,5.88469043765323
T1000_D00_S0000,650,1.81361607142857,0.88009142857143,2.95276,72.8780509278738,Phantom 4 Pro,6.47822901660056
T1000_D00_S0000,700,1.07421875,0.653440000000001,3.91306666666667,73.7778514517175,Phantom 4 Pro,5.95946699689278
T1000_D00_S0000,750,NaN,NaN,3.89296,71.8294749788112,Phantom 4 Pro,33.1986785514364
T1000_D00_S0000,800,NaN,NaN,4.04842666666667,72.3536385435307,Phantom 4 Pro,33.1516788686291
T1000_D00_S0000,850,NaN,NaN,3.82266666666666,75.3302431852977,Phantom 4 Pro,33.2201462034377
